Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Morra, J.H., Tu, Z., Apostolova, L.G., Green, A.E., Toga, A.W., Thompson, P.M.","24528668000;7102010636;57202555891;55456506000;35412870200;7403220237;","Automatic subcortical segmentation using a contextual model.",2008,"Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention","11","Pt 1",,"194","201",,17,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883847113&partnerID=40&md5=2cd56a6edf6de3513d2e1aee4a96d53f",Article,"Final",,Scopus,2-s2.0-84883847113
"Lindgren, H.","7003851318;","Decision support system supporting clinical reasoning process - An evaluation study in dementia care",2008,"Studies in Health Technology and Informatics","136",,,"315","320",,11,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-44349095867&partnerID=40&md5=2f01d213e5626e2b1a0d6cdaad7c49f4",Conference Paper,"Final",,Scopus,2-s2.0-44349095867
"Grothe, L., De Luca, E.W., Nürnberger, A.","57199059685;14026533600;14027288100;","A comparative study on language identification methods",2008,"Proceedings of the 6th International Conference on Language Resources and Evaluation, LREC 2008",,,,"980","985",,25,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026954846&partnerID=40&md5=404a1cc23ed50a0f408ddedbbb0e734b",Conference Paper,"Final",,Scopus,2-s2.0-85026954846
"Lindgren, H.","7003851318;","Conceptual model of activity as tool for developing a dementia care support system",2008,"IFIP Advances in Information and Communication Technology","270",,,"97","110",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902142645&partnerID=40&md5=715a444b794bf2eb41e1c8cda1039444",Conference Paper,"Final",,Scopus,2-s2.0-84902142645
"Rogers, P., Erdal, S., Santangelo, J., Liu, J., Schuster, D., Kamal, J.","8298785400;22033948200;25646357000;22035434100;7102831129;8298785500;","Use of synthesized data to support complex ad-hoc queries in an enterprise information warehouse: a diabetes use case.",2008,"AMIA ... Annual Symposium proceedings / AMIA Symposium. AMIA Symposium",,,,"1029","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-73949142862&partnerID=40&md5=654354c5379d90e26fde3675a4b57941",Article,"Final",,Scopus,2-s2.0-73949142862
"Rees, M.","25936659300;","Note from the Editor",2008,"Menopause International","14","3",,"93","",,,"10.1258/mi.2008.008026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650083316&doi=10.1258%2fmi.2008.008026&partnerID=40&md5=ad488ca3cd431bfe86c6c2f73494627f",Editorial,"Final",,Scopus,2-s2.0-67650083316
"Tomlinson, S.","23393525300;","German, French, English and Persian retrieval experiments at CLEF 2008",2008,"CEUR Workshop Proceedings","1174",,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921966108&partnerID=40&md5=9d4c0d57323b5cefebc49ef316900c05",Conference Paper,"Final",,Scopus,2-s2.0-84921966108
"Kim, S.-S., Park, A.-S.","15135994600;56243577800;","A novel agent-based user-network communication model in wireless sensor networks",2007,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","4479 LNCS",,,"85","96",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-37249058872&partnerID=40&md5=305789ebda53a8a8e6cbbd9b1ad08b2c",Conference Paper,"Final",,Scopus,2-s2.0-37249058872
"Christiansen, H., Dahmcke, C.M.","57207081903;23090476400;","A machine learning approach to test data generation: A case study in evaluation of gene finders",2007,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","4571 LNAI",,,"742","755",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-37249080632&partnerID=40&md5=5de545ccb33712dd5a93d6148548fa9e",Conference Paper,"Final",,Scopus,2-s2.0-37249080632
"Klementiev, A., Roth, D., Small, K.","23392603900;7401669040;36880212200;","An unsupervised learning algorithm for rank aggregation",2007,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","4701 LNAI",,,"616","623",,31,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-38049129511&partnerID=40&md5=95fed3b32194e39f94c2630f01e1c8ec",Conference Paper,"Final",,Scopus,2-s2.0-38049129511
"Muthukumar, A., Nadarajan, R.","56736482400;6602720730;","TDML: A data mining language for transaction databases",2007,"Proceedings - Fourth International Conference on Fuzzy Systems and Knowledge Discovery, FSKD 2007","4",, 4406351,"81","86",,2,"10.1109/FSKD.2007.558","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44049095891&doi=10.1109%2fFSKD.2007.558&partnerID=40&md5=73013a4c88372cd05938b0092487c707",Conference Paper,"Final",,Scopus,2-s2.0-44049095891
"Maragoudakis, M.","56209990000;","A Bayesian network model for information retrieval from Greek texts",2007,"Proceedings - International Conference on Tools with Artificial Intelligence, ICTAI","2",, 4410356,"50","54",,,"10.1109/ICTAI.2007.52","https://www.scopus.com/inward/record.uri?eid=2-s2.0-48649096531&doi=10.1109%2fICTAI.2007.52&partnerID=40&md5=e520854fba936567e272c2a210999448",Conference Paper,"Final",,Scopus,2-s2.0-48649096531
"Baker, C.J.O., Kanagasabai, R., Ang, W.T., Veeramani, A., Low, H.-S., Wenk, M.R.","55418224700;23135246200;24066338000;9840903900;24067623100;7006380030;","Towards ontology-driven navigation of the lipid bibliosphere",2007,"Asia Pacific Bioinformatics Network (APBioNet) 6th International Conference on Bioinformatics, InCoB 2007 - Proceedings","9","SUPPL. 1", S5,"","",,2,"10.1186/1471-2105-9-S1-S5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871972892&doi=10.1186%2f1471-2105-9-S1-S5&partnerID=40&md5=a52985f2064bf24fb7ccbfd6312c448c",Conference Paper,"Final",Open Access,Scopus,2-s2.0-84871972892
"Wu, M.-S., Chien, J.-T.","14018643400;7202435221;","Minimum rank error training for language modeling",2007,"International Speech Communication Association - 8th Annual Conference of the International Speech Communication Association, Interspeech 2007","4",,,"2700","2703",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56149102120&partnerID=40&md5=c5f7cd08baa9477a9d5479357053d44b",Conference Paper,"Final",,Scopus,2-s2.0-56149102120
"Zhu, C., Tang, J., Li, H., Ng, H.T., Zhao, T.","35172275800;12241636500;8878081300;47061923200;7402268377;","A unified tagging approach to text normalization",2007,"ACL 2007 - Proceedings of the 45th Annual Meeting of the Association for Computational Linguistics",,,,"688","695",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953572372&partnerID=40&md5=fe055fa3948f9353ec944aea052c9a65",Conference Paper,"Final",,Scopus,2-s2.0-77953572372
"Lau, R., Demers, S., Ling, Y., Siegell, B., Vollset, E., Birman, K., Van Renesse, R., Shrobe, H., Bachrach, J., Foster, L.","22334096400;16237884500;7201526819;7801353193;8232265000;7003681209;7004660893;6701362390;6505879747;24723999400;","Cognitive adaptive radio teams",2007,"2006 3rd Annual IEEE Communications Society on Sensor and Adhoc Communications and Networks, Secon 2006","3",, 4068379,"842","847",,,"10.1109/SAHCN.2006.288570","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43949111669&doi=10.1109%2fSAHCN.2006.288570&partnerID=40&md5=63d2866ddd7543686c99cf2c544a767e",Conference Paper,"Final",,Scopus,2-s2.0-43949111669
"Arcoverde, J.M.A., Nunes, M.D.G.V.","23392025500;35610239800;","NLP-driven constructive learning for filtering an IR document stream",2007,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","4730 LNCS",,,"74","82",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-38049110865&partnerID=40&md5=678ae0964f7d34571a58a8396728b317",Conference Paper,"Final",,Scopus,2-s2.0-38049110865
"Wong, W.E., Zhao, L., Qi, Y., Cai, K.-Y., Dong, J.","7403972316;8548331900;7401900813;10039717300;55477984700;","Effective fault localization using BP neural networks",2007,"19th International Conference on Software Engineering and Knowledge Engineering, SEKE 2007",,,,"374","379",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51949084076&partnerID=40&md5=5c923138411bf0ffae1d2c2f724734d4",Conference Paper,"Final",,Scopus,2-s2.0-51949084076
"Gonzalez, M., De Lima, V.L.S.","57198487447;7004338576;","The PUCRS NLP-group participation in CLEF2006: Information retrieval based on linguistic resources",2007,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","4730 LNCS",,,"66","73",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-38049169628&partnerID=40&md5=945d7ec712f918197d45defea7237228",Conference Paper,"Final",,Scopus,2-s2.0-38049169628
"Kim, H., Park, H., Drake, B.L.","55739553600;7601569954;7103142486;","Extracting unrecognized gene relationships from the biomedical literature via matrix factorizations",2007,"BMC Bioinformatics","8","SUPPL. 9", S6,"","",,11,"10.1186/1471-2105-8-S9-S6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38449084004&doi=10.1186%2f1471-2105-8-S9-S6&partnerID=40&md5=bfb1dc7e0c6ce60d2a3d5d224577dd19",Conference Paper,"Final",Open Access,Scopus,2-s2.0-38449084004
"Patel, J.L., Goyal, R.K.","56009392000;34569960300;","Applications of artificial neural networks in medical science",2007,"Current Clinical Pharmacology","2","3",,"217","226",,76,"10.2174/157488407781668811","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34948835662&doi=10.2174%2f157488407781668811&partnerID=40&md5=6f1401cb0208f4adf7227b29ae0cfc0b",Review,"Final",,Scopus,2-s2.0-34948835662
"Kostoff, R.N.","7004915437;","Validating discovery in literature-based discovery",2007,"Journal of Biomedical Informatics","40","4",,"448","450",,14,"10.1016/j.jbi.2007.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547508214&doi=10.1016%2fj.jbi.2007.05.001&partnerID=40&md5=03ff8720282633dc106250e17e9ebb5a",Letter,"Final",Open Access,Scopus,2-s2.0-34547508214
"Berlage, T.","6602512346;","Analyzing and mining automated imaging experiments",2007,"Expert Opinion on Drug Discovery","2","4",,"561","569",,,"10.1517/17460441.2.4.561","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447505929&doi=10.1517%2f17460441.2.4.561&partnerID=40&md5=8b0698c8e6c7bf146f8676270bd3957f",Review,"Final",,Scopus,2-s2.0-34447505929
"Horng-Jyh, P.W., Jin-Cheon, N., Soo-Guan, C.K.","15834611100;7103258299;7006035319;","A hybrid approach to fuzzy name search incorporating language-based and text-based principles",2007,"Journal of Information Science","33","1",,"3","19",,4,"10.1177/0165551506068146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846606041&doi=10.1177%2f0165551506068146&partnerID=40&md5=042cbad825f25b84399679ce49b95ddf",Article,"Final",,Scopus,2-s2.0-33846606041
"Fujii, H., Yamagishi, H., Ando, Y., Tsukamoto, N., Kawaguchi, O., Kasamatsu, T., Kurosaki, K., Osada, M., Kaneko, H., Kubo, A.","56683773000;23475944100;56249204100;7102243351;35740614700;13403162000;23473911000;57196771914;36765084100;55628552158;","Structuring of free-text diagnostic report",2007,"Studies in Health Technology and Informatics","129",,,"669","673",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-38449087914&partnerID=40&md5=14a4c6cf788ea24e359ba3fe070a4da2",Conference Paper,"Final",,Scopus,2-s2.0-38449087914
"Tomlinson, S.","23393525300;","Sampling precision to depth 10000: Evaluation experiments at CLEF 2007",2007,"CEUR Workshop Proceedings","1173",,,"","",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921995977&partnerID=40&md5=3a06376fee1c4bfb29d93c757cfe9221",Conference Paper,"Final",,Scopus,2-s2.0-84921995977
"Meo, R., Lanzi, P.L., Matera, M., Esposito, R.","7005599926;35497395600;7004712320;35753188100;","Integrating Web conceptual modeling and Web usage mining",2006,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","3932 LNAI",,,"135","148",,13,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845216719&partnerID=40&md5=f863759f04c7f7d719b0d72ad1a139c8",Conference Paper,"Final",,Scopus,2-s2.0-33845216719
"Jang, H., Lim, J., Lim, J.-H., Park, S.-J., Lee, K.-C.","23389162400;55323498700;14028646500;23668340000;24366830200;","BioProber: Software system for biomedical relation discovery from PubMed",2006,"Annual International Conference of the IEEE Engineering in Medicine and Biology - Proceedings",,, 4029736,"5779","5782",,1,"10.1109/IEMBS.2006.259838","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047115266&doi=10.1109%2fIEMBS.2006.259838&partnerID=40&md5=7453871a8f49156ce03ba517f9bdb892",Conference Paper,"Final",,Scopus,2-s2.0-34047115266
"Yetisgen-Yildiz, M., Pratt, W.","8259150800;7201578006;","Using statistical and knowledge-based approaches for literature-based discovery",2006,"Journal of Biomedical Informatics","39","6",,"600","611",,77,"10.1016/j.jbi.2005.11.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750742458&doi=10.1016%2fj.jbi.2005.11.010&partnerID=40&md5=d104863f2863f1afc2dad404d5309d2f",Article,"Final",Open Access,Scopus,2-s2.0-33750742458
"Zhao, Y., Reed, J.H., Mao, S., Bae, K.K.","21744365800;7403641959;57201755539;7102682003;","Overhead analysis for radio environment mapenabled cognitive radio networks",2006,"2006 1st IEEE Workshop on Networking Technologies for Software Defined Radio Networks, SDR",,, 4286322,"18","25",,29,"10.1109/SDR.2006.4286322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42649115995&doi=10.1109%2fSDR.2006.4286322&partnerID=40&md5=22bce5b829554e6c64f45c38c7d0111a",Conference Paper,"Final",,Scopus,2-s2.0-42649115995
"Feng, D., Ravichandran, D., Hovy, E.","14041410000;15056592400;6602910705;","Mining and re-ranking for answering biographical queries on the web",2006,"Proceedings of the National Conference on Artificial Intelligence","2",,,"1283","1288",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750719598&partnerID=40&md5=4351ac423d6af7e880aa019fe769bf05",Conference Paper,"Final",,Scopus,2-s2.0-33750719598
"Wei, X., Croft, W.B.","52164720700;7006788293;","LDA-based document models for ad-hoc retrieval",2006,"Proceedings of the Twenty-Ninth Annual International ACM SIGIR Conference on Research and Development in Information Retrieval","2006",,,"178","185",,623,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750327222&partnerID=40&md5=625091815c78678acfcccdf279573ec5",Conference Paper,"Final",,Scopus,2-s2.0-33750327222
"Roussinov, D., Fan, W.","6602305260;57194917232;","Learning ranking vs. modeling relevance",2006,"Proceedings of the Annual Hawaii International Conference on System Sciences","3",, 1579395,"","",,,"10.1109/HICSS.2006.252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749597011&doi=10.1109%2fHICSS.2006.252&partnerID=40&md5=c9e6215586f2909016901af566bd08c1",Conference Paper,"Final",,Scopus,2-s2.0-33749597011
"Meo, R., Lanzi, P.L., Matera, M., Careggio, D., Esposito, R.","7005599926;35497395600;7004712320;14015146800;35753188100;","Employing inductive database in concrete applications",2006,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","3848 LNAI",,,"295","327",,2,"10.1007/11615576_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745162853&doi=10.1007%2f11615576_14&partnerID=40&md5=498d590287c8b163753896e2a4685f0e",Conference Paper,"Final",,Scopus,2-s2.0-33745162853
"Calders, T., Goethals, B., Prado, A.","6602374017;6603199674;15045571000;","Integrating pattern mining in relational databases",2006,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","4213 LNAI",,,"454","461",,15,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750377188&partnerID=40&md5=522d0e3636e0d265473715a85d3a8567",Conference Paper,"Final",,Scopus,2-s2.0-33750377188
"Kim, S.-B., Han, K.-S., Rim, H.-C.","57196226336;35795317300;7006771769;","Some effective techniques for naive bayes text classification",2006,"IEEE Transactions on Knowledge and Data Engineering","18","11",,"1457","1466",,203,"10.1109/TKDE.2006.180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008014387&doi=10.1109%2fTKDE.2006.180&partnerID=40&md5=5356bf51348b0b49434c06b24a803800",Article,"Final",,Scopus,2-s2.0-85008014387
"Ferguson, D.F.","57196592643;","Next generation enterprise IT systems",2006,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","4032 LNCS",,,"361","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746965560&partnerID=40&md5=b83266d5a9baaaa33552831652d5c3c9",Conference Paper,"Final",,Scopus,2-s2.0-33746965560
"Hoi, S.C.H., Zhu, J., Lyu, M.R.","8710996600;14036690500;7006811415;","CUHK at ImageCLEF 2005: Cross-language and cross-media image retrieval",2006,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","4022 LNCS",,,"602","611",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749615649&partnerID=40&md5=8b695ac953c1a73d4f3fdf99666237f8",Conference Paper,"Final",,Scopus,2-s2.0-33749615649
"Mercier, A., Beigbeder, M.","8703404400;6507815259;","ENSM-SE at CLEF 2006 : Ad hoc uses of fuzzy proximity matching function",2006,"CEUR Workshop Proceedings","1172",,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922033047&partnerID=40&md5=298b4c64ec22934b6c872df7f70e8f58",Conference Paper,"Final",,Scopus,2-s2.0-84922033047
"Ernst, V.H.","18634112900;","Affordable web-based spatio-temporal applications for ad-hoc decisions",2006,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","4278 LNCS - II",,,"1606","1615",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845391219&partnerID=40&md5=5e4317699541b096f2b1406bd0646c86",Conference Paper,"Final",,Scopus,2-s2.0-33845391219
