Title,DOI
Characteristics of Mild Cognitive Impairment Using the Thai Version of the Consortium to Establish a Registry for Alzheimer's Disease Tests: A Multivariate and Machine Learning Study.,
Separating Symptomatic Alzheimer's Disease from Depression based on Structural MRI.,
[NEUROPSYCHIATRY AND COMPUTATIONAL MEDICINE].,
An ensemble learning system for a 4-way classification of Alzheimer's disease and mild cognitive impairment.,
Multi-Modality Cascaded Convolutional Neural Networks for Alzheimer's Disease Diagnosis.,
Comparison of feature representations in MRI-based MCI-to-AD conversion prediction.,
Deficit schizophrenia is a discrete diagnostic category defined by neuro-immune and neurocognitive features: results of supervised machine learning.,
Evaluation of non-negative matrix factorization of grey matter in age prediction.,
Machine Learning-based Individual Assessment of Cortical Atrophy Pattern in Alzheimer's Disease Spectrum: Development of the Classifier and Longitudinal Evaluation.,
Randomised controlled trial of simvastatin treatment for autism in young children with neurofibromatosis type 1 (SANTA).,
Joint associations of β-amyloidosis and cortical thickness with cognition.,
A shot taxonomy in the era of tracking data in professional tennis.,
Ensemble support vector machine classification of dementia using structural MRI and mini-mental state examination.,
Data-driven identification of endophenotypes of Alzheimer's disease progression: implications for clinical trials and therapeutic interventions.,
Brain and blood metabolite signatures of pathology and progression in Alzheimer disease: A targeted metabolomics study.,
Alzheimer's disease diagnosis based on the Hippocampal Unified Multi-Atlas Network (HUMAN) algorithm.,
A Clinically-Translatable Machine Learning Algorithm for the Prediction of Alzheimer's Disease Conversion in Individuals with Mild and Premild Cognitive Impairment.,
Use of multimodality imaging and artificial intelligence for diagnosis and prognosis of early stages of Alzheimer's disease.,
A wrapped multi-label classifier for the automatic diagnosis and prognosis of Alzheimer's disease.,
Machine-learning neuroimaging challenge for automated diagnosis of mild cognitive impairment: Lessons learnt.,
A Deep Learning Approach to Neuroanatomical Characterisation of Alzheimer's Disease.,
An OMOP CDM-Based Relational Database of Clinical Research Eligibility Criteria.,
Deep learning reveals Alzheimer's disease onset in MCI subjects: Results from an international challenge.,
"Random forest feature selection, fusion and ensemble strategy: Combining multiple morphological MRI measures to discriminate among healhy elderly, MCI, cMCI and alzheimer's disease patients: From the alzheimer's disease neuroimaging initiative (ADNI) database.",
Ensemble of random forests One vs. Rest classifiers for MCI and AD prediction using ANOVA cortical and subcortical feature selection and partial least squares.,
Prediction of cognitive and motor development in preterm children using exhaustive feature selection and cross-validation of near-term white matter microstructure.,
Selecting the most relevant brain regions to discriminate Alzheimer's disease patients from healthy controls using multiple kernel learning: A comparison across functional and structural imaging modalities and atlases.,
Big Data Analytical Approaches to the NACC Dataset: Aiding Preclinical Trial Enrichment.,
Genotype-phenotype association study via new multi-task learning model.,
Machine Learning Classification Combining Multiple Features of A Hyper-Network of fMRI Data in Alzheimer's Disease.,
Looking for Alzheimer's Disease morphometric signatures using machine learning techniques.,
A Speech Recognition-based Solution for the Automatic Detection of Mild Cognitive Impairment from Spontaneous Speech.,
Easy Screening for Mild Alzheimer's Disease and Mild Cognitive Impairment from Elderly Speech.,
Personalized long-term prediction of cognitive function: Using sequential assessments to improve model performance.,
Ensemble based on static classifier selection for automated diagnosis of Mild Cognitive Impairment.,
Resting State fMRI Functional Connectivity-Based Classification Using a Convolutional Neural Network Architecture.,
Combining Structural Magnetic Resonance Imaging and Visuospatial Tests to Classify Mild Cognitive Impairment.,
Classifying MCI Subtypes in Community-Dwelling Elderly Using Cross-Sectional and Longitudinal MRI-Based Biomarkers.,
Comparing clinician descriptions of frailty and geriatric syndromes using electronic health records: a retrospective cohort study.,
11C-PIB PET image analysis for Alzheimer's diagnosis using weighted voting ensembles.,
Random Forest Algorithm for the Classification of Neuroimaging Data in Alzheimer's Disease: A Systematic Review.,
Using artificial neural networks to select the parameters for the prognostic of mild cognitive impairment and dementia in elderly individuals.,
A New Approach to Predict user Mobility Using Semantic Analysis and Machine Learning.,
Eyetracking metrics reveal impaired spatial anticipation in behavioural variant frontotemporal dementia.,
"Combined PET/MRI: Global Warming-Summary Report of the 6th International Workshop on PET/MRI, March 27-29, 2017, Tübingen, Germany.",
Combining SPECT and Quantitative EEG Analysis for the Automated Differential Diagnosis of Disorders with Amnestic Symptoms.,
Identifying combinatorial biomarkers by association rule mining in the CAMD Alzheimer's database.,
Decline of insulin therapy and delays in insulin initiation in people with uncontrolled diabetes mellitus.,
Binswanger's disease: biomarkers in the inflammatory form of vascular cognitive impairment and dementia.,
Machine-learning Support to Individual Diagnosis of Mild Cognitive Impairment Using Multimodal MRI and Cognitive Assessments.,
Identification of associations between genotypes and longitudinal phenotypes via temporally-constrained group sparse canonical correlation analysis.,
Development/Testing of a Monitoring System Assisting MCI Patients: The European Project INLIFE.,
Advancing Alzheimer's research: A review of big data promises.,
Feature selection before EEG classification supports the diagnosis of Alzheimer's disease.,
Multi-modal discriminative dictionary learning for Alzheimer's disease and mild cognitive impairment.,
Use of Speech Analyses within a Mobile Application for the Assessment of Cognitive Impairment in Elderly People.,
Artificial grammar learning in vascular and progressive non-fluent aphasias.,
Informatics Support for Basic Research in Biomedicine.,
Eyetracking Metrics in Young Onset Alzheimer's Disease: A Window into Cognitive Visual Functions.,
Enhanced Data Representation by Kernel Metric Learning for Dementia Diagnosis.,
Multi-Kernel Learning with Dartel Improves Combined MRI-PET Classification of Alzheimer's Disease in AIBL Data: Group and Individual Analyses.,
A nonparametric Bayesian method of translating machine learning scores to probabilities in clinical decision support.,
Machine-learning classification of 22q11.2 deletion syndrome: A diffusion tensor imaging study.,
Identifying incipient dementia individuals using machine learning and amyloid imaging.,
AV-1451 PET imaging of tau pathology in preclinical Alzheimer disease: Defining a summary measure.,
Neuroimaging Feature Terminology: A Controlled Terminology for the Annotation of Brain Imaging Features.,
Feature selective temporal prediction of Alzheimer's disease progression using hippocampus surface morphometry.,
Learning-based structurally-guided construction of resting-state functional correlation tensors.,
Predicting progression of mild cognitive impairment to dementia using neuropsychological data: a supervised learning approach using time windows.,
Diagnosis of Dementia by Machine learning methods in Epidemiological studies: a pilot exploratory study from south India.,
Distinguishing early and late brain aging from the Alzheimer's disease spectrum: consistent morphological patterns across independent samples.,
Extraction of dynamic functional connectivity from brain grey matter and white matter for MCI classification.,
Machine learning and microsimulation techniques on the prognosis of dementia: A systematic literature review.,
Imaging plus X: multimodal models of neurodegenerative disease.,
Neuropsychological Testing and Machine Learning Distinguish Alzheimer's Disease from Other Causes for Cognitive Impairment.,
Brain-predicted age in Down syndrome is associated with beta amyloid deposition and cognitive decline.,
Toward the Automation of Diagnostic Conversation Analysis in Patients with Memory Complaints.,
A review on neuroimaging-based classification studies and associated feature extraction methods for Alzheimer's disease and its prodromal stages.,
Progressive Graph-Based Transductive Learning for Multi-modal Classification of Brain Disorder Disease.,
EliIE: An open-source information extraction system for clinical trial eligibility criteria.,
Enriching consumer health vocabulary through mining a social Q&A site: A similarity-based approach.,
A Hierarchical Feature and Sample Selection Framework and Its Application for Alzheimer's Disease Diagnosis.,
Discriminating cognitive status in Parkinson's disease through functional connectomics and machine learning.,
Predicting behavioral variant frontotemporal dementia with pattern classification in multi-center structural MRI data.,
Distinguishing age-related cognitive decline from dementias: A study based on machine learning algorithms.,
Recent publications from the Alzheimer's Disease Neuroimaging Initiative: Reviewing progress toward improved AD clinical trials.,
Diagnosis of autism through EEG processed by advanced computational algorithms: A pilot study.,
Ensemble Classification of Alzheimer's Disease and Mild Cognitive Impairment Based on Complex Graph Measures from Diffusion Tensor Images.,
